UserID,Gender,Age,FavoriteMusicType,WeeklyListeningHours,PaidSubscription,ListeningPlatform,Country,SubscriptionType,GenrePreferenceLevel,DeviceType,ListeningTimeOfDay,NumberOfPlaylists
2616,Male,23,EDM,25,Yes,QQ Music,China,Family,Medium,PC,Afternoon,78
2617,Male,45,Traditional,5,Yes,Apple Music,Japan,Free,High,Mobile,Night,13
2618,Female,38,Oldies,11,No,NetEase Cloud,Korea,Free,Low,Mobile,Evening,17
2619,Male,43,Jazz,15,Yes,Apple Music,Japan,Free,Medium,Mobile,Afternoon,35
2620,Male,42,Oldies,24,No,NetEase Cloud,Brazil,Free,Low,Mobile,Morning,33
2621,Male,29,Pop,30,Yes,NetEase Cloud,China,Family,High,Mobile,Night,59
2622,Male,22,J-Pop,25,Yes,Spotify,UK,Family,High,Mobile,Night,77
2623,Female,19,Rock,17,No,Apple Music,France,Free,Medium,Mobile,Afternoon,83
2624,Male,33,Traditional,26,Yes,YouTube Music,India,Family,Low,Mobile,Morning,12
2625,Female,22,Rock,17,No,Apple Music,China,Free,Medium,PC,Evening,99
2626,Female,32,Traditional,11,Yes,NetEase Cloud,India,Premium,Low,Mobile,Afternoon,26
2627,Female,29,Chill,15,Yes,Apple Music,India,Premium,Low,PC,Evening,79
2628,Male,21,J-Pop,22,Yes,Apple Music,Korea,Free,High,Mobile,Night,90
2629,Female,32,Oldies,5,No,Amazon Music,Australia,Family,High,Mobile,Night,9
2630,Female,28,EDM,16,Yes,Apple Music,UK,Premium,Medium,Mobile,Night,34
2631,Female,33,Traditional,7,Yes,Apple Music,Germany,Premium,High,Mobile,Evening,11
2632,Female,40,Chill,30,No,YouTube Music,Korea,Premium,High,Mobile,Morning,5
2633,Female,23,EDM,5,Yes,Spotify,Germany,Student,Medium,Tablet,Afternoon,70
2634,Male,31,Chill,8,No,Apple Music,UK,Free,Medium,Mobile,Afternoon,5
2635,Female,35,Traditional,10,Yes,Apple Music,Japan,Premium,Medium,Mobile,Afternoon,12
2636,Male,29,K-Pop,9,No,YouTube Music,Japan,Family,Low,PC,Evening,58
2637,Female,44,Oldies,15,Yes,Amazon Music,India,Free,Low,Tablet,Morning,39
2638,Female,28,Chill,24,Yes,Apple Music,UK,Free,Low,Tablet,Night,79
2639,Male,30,Chill,27,No,NetEase Cloud,Japan,Premium,Medium,Mobile,Night,38
2640,Male,38,Oldies,17,Yes,Amazon Music,Brazil,Premium,High,Mobile,Evening,14
2641,Female,40,Jazz,15,Yes,Apple Music,Brazil,Free,Low,Mobile,Afternoon,13
2642,Female,28,K-Pop,10,No,YouTube Music,Japan,Family,High,PC,Morning,68
2643,Female,40,Traditional,23,Yes,Apple Music,France,Free,Low,Mobile,Morning,28
2644,Female,33,Oldies,29,No,Amazon Music,India,Free,High,Mobile,Morning,33
2645,Female,32,Traditional,19,No,YouTube Music,Japan,Free,Low,Tablet,Morning,20
2646,Male,38,Pop,25,No,NetEase Cloud,Brazil,Family,High,Tablet,Morning,18
2647,Female,45,Oldies,17,No,Apple Music,China,Free,Low,Mobile,Afternoon,39
2648,Female,32,Oldies,14,Yes,NetEase Cloud,Japan,Premium,Low,Mobile,Night,15
2649,Male,42,Traditional,5,No,NetEase Cloud,Korea,Premium,Low,Mobile,Afternoon,13
2650,Male,21,Rock,17,Yes,Apple Music,Japan,Family,Medium,PC,Night,73
2651,Female,28,Chill,10,No,YouTube Music,India,Premium,Low,Tablet,Afternoon,87
2652,Male,36,Chill,25,Yes,Amazon Music,Australia,Family,High,Mobile,Night,15
2653,Male,32,EDM,30,No,YouTube Music,UK,Premium,High,Mobile,Afternoon,40
2654,Male,21,Pop,28,No,YouTube Music,Japan,Free,Low,Mobile,Evening,37
2655,Female,38,Chill,24,Yes,Amazon Music,Japan,Family,High,Mobile,Morning,20
2656,Female,30,EDM,16,Yes,NetEase Cloud,USA,Premium,Low,Mobile,Morning,26
2657,Female,39,Pop,21,No,Apple Music,Australia,Free,High,Mobile,Afternoon,11
2658,Male,36,K-Pop,22,Yes,Amazon Music,Germany,Family,Low,Tablet,Afternoon,24
2659,Female,19,Jazz,28,Yes,Spotify,India,Family,Low,Tablet,Morning,60
2660,Female,31,K-Pop,30,Yes,YouTube Music,France,Premium,High,Tablet,Evening,27
2661,Male,21,Pop,12,Yes,Spotify,USA,Premium,Low,Mobile,Night,83
2662,Female,33,Chill,18,Yes,NetEase Cloud,India,Free,High,Tablet,Night,22
2663,Male,38,Oldies,9,Yes,Amazon Music,Japan,Family,Low,Mobile,Evening,37
2664,Male,37,Oldies,26,Yes,Amazon Music,France,Free,High,Mobile,Morning,15
2665,Male,31,Chill,6,Yes,NetEase Cloud,Australia,Free,Medium,Mobile,Afternoon,28
2666,Male,44,Traditional,29,Yes,Apple Music,France,Premium,Low,Mobile,Night,13
2667,Female,32,Oldies,26,Yes,YouTube Music,Korea,Premium,Low,Tablet,Night,25
2668,Female,45,Jazz,29,Yes,Amazon Music,Korea,Premium,Low,Mobile,Night,23
2669,Female,20,Rock,15,Yes,YouTube Music,USA,Premium,Medium,PC,Morning,68
2670,Male,25,J-Pop,30,Yes,Spotify,USA,Family,Low,PC,Afternoon,35
2671,Female,33,Jazz,7,No,NetEase Cloud,USA,Free,Medium,Tablet,Morning,7
2672,Female,27,Jazz,26,Yes,Apple Music,UK,Family,Medium,Mobile,Morning,31
2673,Male,21,K-Pop,30,Yes,Apple Music,Japan,Free,Medium,Tablet,Night,59
2674,Male,35,Jazz,20,Yes,Amazon Music,Australia,Family,High,Mobile,Afternoon,29
2675,Female,19,Rock,25,No,YouTube Music,France,Free,High,Tablet,Morning,62
2676,Male,34,Jazz,20,Yes,YouTube Music,France,Family,Low,Mobile,Morning,19
2677,Female,30,EDM,13,No,Amazon Music,Germany,Premium,Medium,Tablet,Evening,9
2678,Male,21,J-Pop,17,Yes,Apple Music,Brazil,Premium,Low,Tablet,Evening,89
2679,Male,43,Oldies,14,Yes,YouTube Music,Korea,Free,High,Mobile,Afternoon,23
2680,Female,42,Jazz,21,No,Amazon Music,India,Free,Low,Mobile,Night,24
2681,Male,28,EDM,29,Yes,Spotify,Australia,Free,Medium,Tablet,Morning,30
2682,Male,24,Jazz,25,No,YouTube Music,Australia,Premium,Medium,Tablet,Evening,31
2683,Male,29,Pop,21,No,Spotify,UK,Free,Medium,Mobile,Afternoon,67
2684,Female,27,K-Pop,14,No,Apple Music,Korea,Free,Medium,Tablet,Night,88
2685,Female,24,Traditional,12,No,Spotify,Japan,Premium,Low,PC,Evening,32
2686,Female,30,Pop,11,Yes,NetEase Cloud,India,Family,Medium,Mobile,Night,20
2687,Male,24,K-Pop,18,Yes,Spotify,Korea,Free,High,Mobile,Night,77
2688,Male,41,EDM,26,Yes,YouTube Music,India,Free,Medium,Mobile,Evening,26
2689,Male,34,Chill,22,No,QQ Music,China,Free,High,Mobile,Morning,40
2690,Male,27,Rock,25,Yes,Apple Music,UK,Premium,Low,Mobile,Evening,42
2691,Female,27,Traditional,23,Yes,QQ Music,China,Family,Low,PC,Evening,35
2692,Female,41,Oldies,22,No,Amazon Music,India,Premium,Low,Tablet,Morning,36
2693,Male,21,EDM,18,Yes,YouTube Music,France,Student,Low,Mobile,Afternoon,46
2694,Female,37,Oldies,14,No,YouTube Music,Australia,Premium,High,Mobile,Morning,35
2695,Female,21,K-Pop,5,No,Spotify,India,Family,High,Tablet,Morning,51
2696,Female,39,Chill,13,Yes,Amazon Music,UK,Premium,Medium,Mobile,Night,35
2697,Male,24,Jazz,22,No,Spotify,Australia,Free,Medium,PC,Afternoon,41
2698,Female,39,Traditional,17,No,Apple Music,India,Free,Low,Mobile,Night,9
2699,Female,18,J-Pop,21,No,YouTube Music,Korea,Premium,Low,Mobile,Night,50
2700,Female,29,Oldies,27,Yes,Apple Music,Japan,Family,High,Mobile,Evening,74
2701,Female,41,Oldies,29,Yes,Amazon Music,USA,Free,High,Mobile,Morning,28
2702,Female,30,EDM,26,Yes,Apple Music,Korea,Family,Low,Mobile,Morning,20
2703,Male,27,K-Pop,20,No,YouTube Music,Japan,Family,Low,PC,Night,79
2704,Female,32,EDM,28,Yes,YouTube Music,India,Free,High,Mobile,Morning,33
2705,Female,44,Rock,15,Yes,Amazon Music,Brazil,Free,High,Mobile,Afternoon,29
2706,Male,30,Pop,27,Yes,Apple Music,China,Free,High,Tablet,Morning,16
2707,Female,40,Oldies,13,Yes,Apple Music,USA,Free,Low,Mobile,Night,25
2708,Male,39,Chill,11,Yes,Amazon Music,Japan,Free,High,Tablet,Morning,7
2709,Male,39,Chill,26,Yes,Apple Music,Germany,Premium,High,Mobile,Night,10
2710,Male,38,Traditional,5,No,Amazon Music,UK,Premium,Medium,Tablet,Afternoon,37
2711,Male,39,Chill,13,No,Amazon Music,UK,Premium,High,Mobile,Evening,34
2712,Female,45,Chill,14,Yes,Apple Music,Germany,Free,Medium,Mobile,Night,34
2713,Female,26,Rock,20,No,Apple Music,Brazil,Family,Medium,Mobile,Night,57
2714,Male,43,Pop,25,Yes,Apple Music,China,Premium,Low,Mobile,Morning,26
2715,Female,26,Jazz,22,No,Spotify,UK,Family,Low,Tablet,Evening,72
2716,Male,32,Chill,18,Yes,Apple Music,Germany,Free,Low,Tablet,Afternoon,40
2717,Female,27,Jazz,15,No,Apple Music,Australia,Free,Low,Mobile,Evening,87
2718,Female,41,Jazz,28,Yes,YouTube Music,Germany,Premium,High,Mobile,Night,10
2719,Male,43,Oldies,8,Yes,NetEase Cloud,India,Family,High,Mobile,Afternoon,20
2720,Female,42,Jazz,23,No,NetEase Cloud,Australia,Family,High,Mobile,Afternoon,30
2721,Male,27,Pop,17,Yes,Spotify,France,Family,Medium,PC,Evening,64
2722,Female,25,Rock,5,No,Apple Music,Korea,Family,Low,Tablet,Night,45
2723,Female,41,Jazz,25,Yes,Amazon Music,France,Family,High,Mobile,Evening,10
2724,Female,33,Jazz,23,Yes,YouTube Music,France,Free,High,Mobile,Morning,23
2725,Male,34,J-Pop,19,No,NetEase Cloud,Germany,Family,Low,Mobile,Night,12
2726,Male,43,Traditional,24,Yes,YouTube Music,Brazil,Family,Medium,Mobile,Afternoon,40
2727,Male,44,Chill,19,Yes,NetEase Cloud,Brazil,Family,Medium,Mobile,Evening,30
2728,Female,22,Rock,29,No,Apple Music,Australia,Premium,Low,Mobile,Morning,68
2729,Male,21,Pop,15,No,Spotify,Germany,Student,Low,Mobile,Afternoon,53
2730,Male,35,Chill,27,No,YouTube Music,USA,Free,High,Tablet,Morning,33
2731,Male,41,J-Pop,9,No,Apple Music,UK,Premium,Medium,Mobile,Night,32
2732,Female,36,Traditional,28,No,NetEase Cloud,China,Premium,Low,Tablet,Morning,38
2733,Female,21,Traditional,26,No,Spotify,Australia,Premium,Medium,PC,Afternoon,71
2734,Female,45,Jazz,14,No,Amazon Music,Australia,Premium,Medium,Mobile,Morning,39
2735,Female,24,J-Pop,22,Yes,Apple Music,Australia,Premium,High,Mobile,Evening,57
2736,Male,27,Rock,11,No,Apple Music,India,Free,High,Mobile,Night,70
2737,Female,42,Oldies,5,Yes,Amazon Music,Korea,Family,Low,Tablet,Morning,13
2738,Male,35,Chill,7,No,Apple Music,China,Premium,Medium,Mobile,Morning,22
2739,Female,36,Jazz,5,No,Apple Music,Japan,Free,High,Mobile,Afternoon,6
2740,Male,21,Pop,21,Yes,Apple Music,Australia,Premium,High,Mobile,Evening,86
2741,Male,27,EDM,19,No,YouTube Music,USA,Family,Medium,Tablet,Evening,81
2742,Female,18,J-Pop,9,No,YouTube Music,India,Premium,Medium,Mobile,Evening,83
2743,Male,40,Jazz,26,No,Amazon Music,France,Free,Medium,Tablet,Evening,32
2744,Male,35,Oldies,20,Yes,Amazon Music,Australia,Family,Medium,Mobile,Morning,20
2745,Male,22,K-Pop,16,No,Apple Music,Australia,Family,High,Mobile,Evening,71
2746,Male,32,Traditional,23,Yes,NetEase Cloud,Germany,Family,High,Mobile,Night,35
2747,Female,34,J-Pop,18,No,YouTube Music,Korea,Family,Low,Mobile,Evening,30
2748,Female,20,EDM,7,Yes,Spotify,Korea,Family,Medium,Mobile,Afternoon,78
2749,Male,29,EDM,23,Yes,Spotify,France,Premium,Low,Mobile,Evening,55
2750,Female,19,Rock,5,Yes,Apple Music,Brazil,Free,High,Tablet,Afternoon,62
2751,Male,18,EDM,25,Yes,YouTube Music,Korea,Free,Medium,Tablet,Night,55
2752,Male,40,Chill,5,No,YouTube Music,France,Free,Low,Mobile,Evening,38
2753,Female,38,Traditional,30,Yes,Apple Music,Japan,Premium,Low,Mobile,Night,13
2754,Male,34,K-Pop,14,No,NetEase Cloud,India,Free,Low,Mobile,Morning,7
2755,Female,39,Oldies,7,No,Apple Music,Japan,Premium,High,Mobile,Evening,31
2756,Male,33,Jazz,17,No,YouTube Music,Japan,Family,High,Tablet,Night,5
2757,Female,22,Oldies,10,Yes,Apple Music,Australia,Family,Low,PC,Night,84
2758,Female,32,Jazz,15,Yes,NetEase Cloud,USA,Family,High,Mobile,Afternoon,18
2759,Male,20,Traditional,10,Yes,YouTube Music,Japan,Free,High,Tablet,Night,86
2760,Female,45,Traditional,7,Yes,NetEase Cloud,Brazil,Free,Low,Mobile,Night,32
2761,Male,24,Pop,20,No,Spotify,USA,Student,Low,Mobile,Evening,50
2762,Female,28,Chill,13,Yes,Apple Music,China,Free,Medium,PC,Morning,77
2763,Male,27,Traditional,12,No,Apple Music,UK,Free,Low,Tablet,Night,65
2764,Female,26,Pop,7,Yes,Apple Music,Brazil,Family,Medium,Mobile,Night,60
2765,Female,31,Chill,9,Yes,YouTube Music,Germany,Premium,Medium,Mobile,Afternoon,31
2766,Female,30,EDM,25,Yes,NetEase Cloud,USA,Premium,Low,Mobile,Morning,9
2767,Male,42,Chill,18,No,Amazon Music,India,Free,High,Tablet,Night,10
2768,Female,42,Rock,9,Yes,NetEase Cloud,Korea,Family,Medium,Tablet,Evening,29
2769,Male,19,Pop,23,Yes,Spotify,Japan,Student,Medium,Mobile,Evening,82
2770,Female,20,Pop,9,No,YouTube Music,Korea,Family,Medium,Mobile,Afternoon,47
2771,Female,24,J-Pop,25,No,Apple Music,Japan,Premium,High,Mobile,Morning,41
2772,Male,38,Jazz,24,Yes,NetEase Cloud,Brazil,Family,High,Mobile,Morning,10
2773,Female,35,Traditional,24,Yes,NetEase Cloud,China,Free,Medium,Mobile,Night,33
2774,Male,20,EDM,6,Yes,Apple Music,China,Family,High,Tablet,Afternoon,96
2775,Male,27,Rock,29,No,Apple Music,India,Premium,Medium,Tablet,Evening,34
2776,Male,39,Oldies,11,No,Apple Music,France,Premium,Medium,Tablet,Night,32
2777,Male,24,K-Pop,5,No,YouTube Music,India,Free,High,Tablet,Evening,61
2778,Male,26,Traditional,25,Yes,Spotify,Japan,Free,Low,Mobile,Morning,58
2779,Female,34,Rock,22,Yes,YouTube Music,Japan,Premium,Medium,Mobile,Afternoon,11
2780,Male,28,Pop,14,Yes,YouTube Music,USA,Free,Medium,PC,Morning,58
2781,Female,24,Oldies,10,No,Spotify,USA,Student,Medium,PC,Evening,91
2782,Male,41,Traditional,11,Yes,Apple Music,India,Premium,Medium,Mobile,Evening,37
2783,Male,45,Oldies,16,No,Amazon Music,USA,Premium,Medium,Mobile,Morning,9
2784,Female,31,Oldies,22,Yes,NetEase Cloud,Korea,Free,High,Mobile,Evening,30
2785,Female,36,Pop,15,Yes,Apple Music,Korea,Family,High,Mobile,Night,33
2786,Male,21,K-Pop,26,Yes,YouTube Music,India,Premium,Medium,Mobile,Night,96
2787,Male,43,Jazz,23,Yes,Amazon Music,Japan,Premium,High,Mobile,Evening,13
2788,Female,23,Pop,29,No,YouTube Music,Australia,Student,Low,Mobile,Night,35
2789,Female,27,Chill,8,Yes,Spotify,USA,Premium,Low,Tablet,Night,58
2790,Male,24,Rock,23,Yes,YouTube Music,Japan,Free,High,PC,Night,99
2791,Male,30,K-Pop,17,Yes,Apple Music,India,Family,High,Mobile,Night,31
2792,Male,31,Traditional,23,No,Amazon Music,UK,Free,Medium,Mobile,Afternoon,26
2793,Female,21,Pop,6,No,Spotify,UK,Premium,Medium,Tablet,Afternoon,43
2794,Male,25,Traditional,13,Yes,YouTube Music,France,Free,Low,PC,Afternoon,80
2795,Female,22,Traditional,12,No,Apple Music,China,Family,High,Mobile,Evening,87
2796,Female,18,K-Pop,25,Yes,Spotify,Australia,Student,High,PC,Night,31
2797,Male,21,Rock,18,No,YouTube Music,UK,Student,Low,PC,Afternoon,47
2798,Male,20,Pop,13,No,Apple Music,India,Free,Low,Mobile,Morning,41
2799,Female,26,J-Pop,17,Yes,Apple Music,Germany,Free,High,Mobile,Night,33
2800,Male,25,Pop,22,No,Spotify,Brazil,Family,Low,PC,Evening,88
2801,Male,18,Pop,10,Yes,YouTube Music,Australia,Premium,High,Tablet,Night,81
2802,Female,44,Traditional,27,Yes,Amazon Music,Brazil,Premium,Low,Mobile,Morning,20
2803,Male,23,Rock,26,Yes,Apple Music,China,Free,Low,Mobile,Evening,61
2804,Female,26,Jazz,7,Yes,Spotify,Brazil,Free,Low,Mobile,Morning,79
2805,Female,24,Rock,14,No,Apple Music,Germany,Free,Medium,Tablet,Afternoon,34
2806,Male,21,K-Pop,14,Yes,YouTube Music,Korea,Free,Medium,Tablet,Night,65
2807,Female,30,Oldies,14,No,YouTube Music,Japan,Family,Medium,Mobile,Evening,35
2808,Female,34,Jazz,13,Yes,NetEase Cloud,UK,Premium,Low,Mobile,Evening,12
2809,Male,45,Jazz,16,Yes,Amazon Music,UK,Premium,Medium,Mobile,Morning,34
2810,Female,19,K-Pop,28,Yes,Apple Music,France,Free,Low,Mobile,Evening,46
2811,Male,45,Oldies,12,Yes,NetEase Cloud,India,Family,Medium,Tablet,Morning,25
2812,Female,22,EDM,28,No,Apple Music,China,Family,High,PC,Afternoon,74
2813,Female,29,Pop,13,Yes,YouTube Music,India,Free,Low,Mobile,Morning,79
2814,Female,44,Jazz,21,Yes,Amazon Music,Japan,Free,Medium,Tablet,Morning,10
2815,Female,38,Traditional,12,No,YouTube Music,Germany,Premium,Medium,Mobile,Evening,29
2816,Female,25,Oldies,22,Yes,Spotify,Germany,Free,Low,PC,Afternoon,49
2817,Female,23,J-Pop,24,Yes,Spotify,Korea,Free,Low,PC,Afternoon,73
2818,Female,25,Chill,21,Yes,Spotify,USA,Premium,Low,PC,Afternoon,78
2819,Male,35,Chill,10,No,NetEase Cloud,UK,Premium,Low,Tablet,Afternoon,26
2820,Female,20,J-Pop,14,No,Apple Music,Japan,Family,Low,Tablet,Evening,52
2821,Male,39,Jazz,5,No,NetEase Cloud,Korea,Premium,Low,Mobile,Evening,8
2822,Female,29,J-Pop,25,No,Spotify,Germany,Free,Low,Tablet,Evening,83
2823,Female,43,Oldies,29,No,Amazon Music,France,Family,High,Tablet,Afternoon,38
2824,Male,20,Rock,5,No,Apple Music,USA,Free,Medium,Mobile,Morning,64
2825,Male,39,Chill,13,Yes,YouTube Music,Japan,Premium,High,Mobile,Afternoon,20
2826,Male,23,EDM,24,Yes,Spotify,France,Family,Low,Tablet,Afternoon,71
2827,Female,19,EDM,7,Yes,Spotify,UK,Family,High,Tablet,Afternoon,51
2828,Male,40,Oldies,28,No,Amazon Music,Korea,Family,Low,Mobile,Morning,28
2829,Female,29,Oldies,10,No,YouTube Music,Korea,Premium,Medium,Mobile,Night,41
2830,Female,19,Rock,11,Yes,Spotify,India,Student,Medium,Tablet,Morning,76
2831,Male,23,K-Pop,13,Yes,Spotify,India,Premium,Medium,Mobile,Night,93
2832,Female,34,Oldies,9,Yes,Apple Music,Australia,Premium,High,Mobile,Evening,32
2833,Male,20,K-Pop,20,No,Spotify,France,Student,Medium,Mobile,Night,81
2834,Male,19,Pop,6,Yes,Apple Music,China,Family,Low,Mobile,Afternoon,71
2835,Male,40,Jazz,7,No,Apple Music,China,Premium,Medium,Mobile,Afternoon,24
2836,Male,37,Traditional,7,Yes,YouTube Music,Japan,Premium,High,Mobile,Night,37
2837,Female,25,K-Pop,24,No,Spotify,Japan,Free,Medium,PC,Afternoon,96
2838,Female,39,Traditional,30,No,NetEase Cloud,France,Premium,Medium,Mobile,Night,17
2839,Male,29,EDM,27,No,Apple Music,USA,Premium,High,Tablet,Afternoon,53
2840,Male,43,Oldies,14,Yes,Amazon Music,Brazil,Premium,High,Mobile,Evening,14
2841,Female,21,EDM,26,No,Apple Music,China,Student,High,Mobile,Morning,60
2842,Female,22,K-Pop,7,Yes,Spotify,Brazil,Premium,Low,PC,Evening,90
2843,Male,30,J-Pop,19,No,YouTube Music,India,Free,Medium,Mobile,Evening,17
2844,Female,32,Chill,18,Yes,Apple Music,UK,Premium,Low,Mobile,Night,31
2845,Female,42,Traditional,27,Yes,YouTube Music,Korea,Premium,Low,Mobile,Evening,11
2846,Female,40,Chill,8,No,YouTube Music,Germany,Premium,High,Mobile,Morning,6
2847,Female,33,Jazz,14,Yes,Apple Music,Germany,Premium,Low,Mobile,Night,40
2848,Male,27,Rock,15,No,Apple Music,Brazil,Family,Medium,Tablet,Evening,98
2849,Female,42,Traditional,15,Yes,YouTube Music,Brazil,Premium,High,Tablet,Afternoon,38
2850,Male,40,EDM,12,Yes,Apple Music,China,Free,Low,Mobile,Evening,27
2851,Male,33,Oldies,27,No,NetEase Cloud,India,Family,Medium,Mobile,Night,17
2852,Male,29,J-Pop,27,No,Apple Music,Australia,Premium,Medium,Mobile,Afternoon,44
2853,Female,34,Jazz,13,Yes,NetEase Cloud,China,Free,Medium,Mobile,Evening,32
2854,Female,33,Oldies,12,Yes,YouTube Music,Japan,Premium,Low,Tablet,Evening,10
2855,Male,29,Rock,16,Yes,Apple Music,France,Family,High,Tablet,Afternoon,71
2856,Female,25,EDM,21,Yes,Spotify,UK,Family,High,PC,Afternoon,44
2857,Male,37,Oldies,27,Yes,Amazon Music,Germany,Free,Medium,Tablet,Afternoon,29
2858,Male,20,Jazz,19,Yes,YouTube Music,Brazil,Student,High,PC,Afternoon,42
2859,Female,33,EDM,23,No,NetEase Cloud,Korea,Free,High,Mobile,Afternoon,39
2860,Female,30,Oldies,24,Yes,Apple Music,Korea,Family,High,Mobile,Morning,39
2861,Female,40,Oldies,10,No,YouTube Music,Brazil,Premium,High,Mobile,Morning,28
2862,Male,45,Traditional,9,No,Amazon Music,Japan,Family,Low,Mobile,Morning,30
2863,Male,36,Chill,12,No,Amazon Music,Germany,Premium,High,Mobile,Evening,37
2864,Female,25,EDM,22,Yes,YouTube Music,Korea,Free,High,Tablet,Morning,31
2865,Male,39,Traditional,25,No,Apple Music,Germany,Family,Low,Mobile,Afternoon,8
2866,Male,22,Chill,25,No,Apple Music,Korea,Premium,High,Tablet,Morning,82
2867,Male,37,Chill,19,No,Apple Music,USA,Premium,High,Mobile,Morning,30
2868,Female,25,Pop,7,Yes,Apple Music,Australia,Family,High,Tablet,Evening,50
2869,Female,41,Chill,18,Yes,YouTube Music,Japan,Family,Medium,Mobile,Afternoon,27
2870,Female,29,J-Pop,30,No,Spotify,Brazil,Premium,Low,Mobile,Evening,80
2871,Male,18,Pop,19,Yes,NetEase Cloud,China,Premium,High,PC,Night,48
2872,Female,42,Jazz,17,No,YouTube Music,Australia,Free,Low,Mobile,Morning,5
2873,Male,38,Traditional,25,Yes,Amazon Music,Germany,Premium,Low,Mobile,Night,13
2874,Male,37,Pop,24,Yes,YouTube Music,India,Family,High,Mobile,Morning,32
2875,Male,23,EDM,25,Yes,QQ Music,China,Family,Low,Tablet,Night,46
2876,Female,39,Jazz,30,Yes,Apple Music,Korea,Premium,Medium,Mobile,Evening,29
2877,Male,35,Jazz,13,Yes,YouTube Music,France,Premium,Low,Tablet,Night,37
2878,Female,25,Rock,27,No,YouTube Music,Germany,Premium,High,Tablet,Evening,70
2879,Male,24,Pop,21,No,Apple Music,Germany,Free,High,PC,Night,42
2880,Female,18,EDM,23,Yes,Spotify,India,Family,Medium,Mobile,Afternoon,42
2881,Female,38,Traditional,29,No,Amazon Music,Brazil,Family,High,Mobile,Morning,9
2882,Female,33,Jazz,8,Yes,YouTube Music,UK,Premium,Medium,Mobile,Afternoon,21
2883,Female,29,K-Pop,24,Yes,Apple Music,USA,Free,Low,Mobile,Morning,39
2884,Female,23,J-Pop,14,No,Apple Music,Japan,Student,Low,PC,Night,96
2885,Female,37,Traditional,26,Yes,YouTube Music,Australia,Free,Low,Mobile,Morning,14
2886,Female,19,EDM,7,Yes,Spotify,Japan,Premium,High,Mobile,Evening,32
2887,Female,31,Chill,23,No,NetEase Cloud,Korea,Family,High,Tablet,Night,20
2888,Male,21,EDM,13,No,Apple Music,USA,Free,Medium,PC,Morning,43
2889,Male,18,Jazz,9,Yes,Spotify,Brazil,Premium,Low,PC,Morning,35
2890,Male,40,Rock,18,Yes,YouTube Music,Brazil,Family,Medium,Mobile,Afternoon,9
2891,Male,35,Jazz,11,Yes,YouTube Music,Brazil,Family,Medium,Tablet,Night,37
2892,Male,30,Oldies,25,Yes,Apple Music,Australia,Premium,High,Mobile,Morning,25
2893,Female,19,EDM,10,No,YouTube Music,UK,Family,Low,Mobile,Morning,57
2894,Female,26,EDM,28,Yes,Spotify,Australia,Free,Medium,PC,Night,41
2895,Female,38,Oldies,12,Yes,NetEase Cloud,Germany,Family,Low,Tablet,Morning,15
2896,Female,19,Pop,6,Yes,Spotify,Germany,Free,High,Mobile,Morning,54
2897,Female,44,Oldies,29,Yes,NetEase Cloud,France,Free,Low,Mobile,Evening,40
2898,Male,42,Oldies,30,No,Apple Music,China,Premium,Medium,Mobile,Morning,26
2899,Male,26,J-Pop,18,Yes,Spotify,Australia,Premium,Medium,Tablet,Morning,96
2900,Female,18,EDM,26,Yes,YouTube Music,Japan,Family,Low,PC,Evening,56
2901,Male,28,Chill,11,No,YouTube Music,Japan,Free,Low,Tablet,Night,48
2902,Male,20,Rock,7,Yes,Apple Music,France,Student,Low,Tablet,Morning,42
2903,Female,37,Chill,24,Yes,NetEase Cloud,Germany,Free,Medium,Mobile,Evening,20
2904,Female,40,Chill,26,No,Apple Music,India,Free,Medium,Mobile,Afternoon,20
2905,Male,43,Oldies,27,Yes,Apple Music,India,Free,Medium,Mobile,Night,25
2906,Male,21,Pop,10,No,YouTube Music,India,Free,Low,PC,Morning,75
2907,Female,35,Oldies,25,No,NetEase Cloud,Korea,Family,Medium,Tablet,Evening,20
2908,Male,40,Traditional,18,No,Amazon Music,Japan,Free,Low,Tablet,Afternoon,40
2909,Female,23,J-Pop,16,Yes,YouTube Music,Korea,Student,Medium,PC,Night,61
